;urls
360;https://www.tokopedia.com/cakalangfufu99/cakalang-fufu-suwir?src=topads
361;https://www.tokopedia.com/ikanasinl/ebi-kalimantan-super?src=topads
362;https://www.tokopedia.com/cakalangfufu99/cakalang-fufu-suwir?whid=0
363;https://www.tokopedia.com/toko-berkah-sembako/ebi-udang-kering-100gram?whid=0
364;https://www.tokopedia.com/berkah-terang/kulit-tahu-quality-super-50gr?whid=0
365;https://www.tokopedia.com/bunbunsnack/ikan-pari-asap-bagian-sirip?whid=0
366;https://www.tokopedia.com/tariganmedan/ikan-sale-lele-asap?whid=0
367;https://www.tokopedia.com/berkah-terang/jambal-roti-daging-potong-super-250gr-jambal-exsport?whid=0
368;https://www.tokopedia.com/sumberlaut-1/ikan-asin-baby-cumi-kering-per-500gr?whid=0
369;https://www.tokopedia.com/rokibstore/termurah-cumi-kering-asin-kualitas-super-1-kg?whid=0
370;https://www.tokopedia.com/visshop/ikan-teri-medan-kualitas-super-1?whid=0
371;https://www.tokopedia.com/jualikanasinlaut/udang-rebon-tawar-kering-43rb-1kg?whid=0
372;https://www.tokopedia.com/cakalangfufunyak/cakalang-fufu-asap-kemasan-vakum?whid=0
373;https://www.tokopedia.com/ciujayasembako/udang-kering-ebi-kering-ebi-pontianak?whid=0
374;https://www.tokopedia.com/willmart88-1/rumput-laut-kering-50-gram-cichai?whid=0
375;https://www.tokopedia.com/ikanasinmedan/ikan-asin-kerupuk-45000500-gram?whid=0
376;https://www.tokopedia.com/kshsanto/ikan-asin-deng-deng-japu-manis-1kg?whid=0
377;https://www.tokopedia.com/sumberlaut-1/ebi-udang-kupas-kering-per-500gr?whid=0
378;https://www.tokopedia.com/abadi-murni/ikan-asap-pari?whid=0
379;https://www.tokopedia.com/kizokukin-05/manjun-yaki-sushi-nori-50-sheet-1?whid=0
380;https://www.tokopedia.com/krupind/kerupuk-krupuk-udang-ny-siok-oval-500gr-krupind?src=topads
381;https://www.tokopedia.com/jpietershop/kerupuk-kulit-babi?src=topads
382;https://www.tokopedia.com/aladinsupplier/nori-manjun-yaki-sushi-nori-economy-grade-50-sheet?src=topads
383;https://www.tokopedia.com/krupind/kerupuk-krupuk-udang-ny-siok-oval-500gr-krupind?whid=0
384;https://www.tokopedia.com/aladinsupplier/nori-manjun-yaki-sushi-nori-economy-grade-50-sheet?whid=0
385;https://www.tokopedia.com/dapurnomo/6-3-rumput-laut-nori-seaweed-olive-oil-korea-chung-jung-one?whid=0
386;https://www.tokopedia.com/toko-berkah-sembako/kim-cam-kimcam-bunga-sedap-malam-kering-100-gram?whid=0
387;https://www.tokopedia.com/alilafood/paket-kerupuk-termurah-isi-7-bks-varian-kerupuk-palembang-tenggiri?whid=0
388;https://www.tokopedia.com/winmaru/manjun-sushi-nori-economy-grade-seaweed-rumput-laut-50-sheets-lembar?whid=0
389;https://www.tokopedia.com/toko-mur-en/kerupuk-krupuk-udang-ny-siok-500-gr-mur-en?whid=0
390;https://www.tokopedia.com/2mata/krupuk-kemplang-panggang-bangka-kualitas-super?whid=0
391;https://www.tokopedia.com/moshisnacks/kemplang-panggang-33-bantet-bulat-besar-kerupuk-bangka?whid=0
392;https://www.tokopedia.com/kelitmoobypakdewaginu/kerupuk-kulit-sapi-gurih-500g?whid=0
393;https://www.tokopedia.com/waletcrackres/kerupuk-krupuk-asli-udang-rwm-khas-rengasdengklok-karawang-500gram?whid=0
394;https://www.tokopedia.com/tokobenua/makaroni-kondang-enak-1kg?whid=0
395;https://www.tokopedia.com/arulkering/emping-melinjo-mentah-1000-gram-original?whid=0
396;https://www.tokopedia.com/yohangunawan94/kerupuk-udang-padi-kapas?whid=0
397;https://www.tokopedia.com/oleh2lumba2/kerupuk-gendar-bawang-bintang-merpati-puli-karak-krupuk-beras-nasi-asin?whid=0
398;https://www.tokopedia.com/tiarasnackbangka/getas-ikan-tenggiri-1?whid=0
399;https://www.tokopedia.com/pabrikkerupuk/kerupuk-kemplang-palembang-ikan-tenggiri-super-bm?whid=0
400;https://www.tokopedia.com/kerupuka3/kemplang-mini-ikan-tenggiri-kerupuk-mini-super-kemplang-koin-palembang?whid=0
401;https://www.tokopedia.com/cakraton/kerupuk-rambak-mentah-kulit-sapi-asli-500gram-bentuk-kotak?whid=0
402;https://www.tokopedia.com/bliputu/rambak-kerupuk-kulit-babi-lariss-by-rejeki-150gr?whid=0
403;https://www.tokopedia.com/premapie/krupuk-samcan-kulit-babi-rejeki-khas-bali-200-gr?whid=0
404;https://www.tokopedia.com/waletcrackres/kerupuk-krupuk-bawang-putih-1kg?whid=0
405;https://www.tokopedia.com/baliindahctrg/kering-tempe-kacang-pedas-no-msg?whid=0
406;https://www.tokopedia.com/toko-mur-en/kerupuk-krupuk-bawang-ny-siok-mur-en?whid=0
407;https://www.tokopedia.com/nourishindonesia/coconut-flakes-kelapa-parut-kering-250gr?whid=0
408;https://www.tokopedia.com/jjvege/kulit-kembang-tahu-kering?whid=0
409;https://www.tokopedia.com/sumberikanasin/kerupuk-udang-padi-kapas-super-udang?whid=0
410;https://www.tokopedia.com/elanggajaya/karak-valentin-1-pak-isi-10-kemasan-kerupuk-puli-mentah-aneka-rasa?whid=0
411;https://www.tokopedia.com/meteee/manisan-kiamboy-kiamboi-merah-dan-putih-merah?whid=0
412;https://www.tokopedia.com/golden-cakery/kerupuk-kulit-sapi-krupuk-jangek-krupuk-rambak-kerupuk-250-gram?whid=0
413;https://www.tokopedia.com/ngemildotcom/kerupuk-tahu-250gr-kerupuk-tahu-bulat-kerupuk-tahu-kiloan?whid=0
414;https://www.tokopedia.com/ozeshop/kerupuk-kulit-sapi-mentah-1-kg-asli-jangek-dorokdok-krecek?whid=0
415;https://www.tokopedia.com/snackjakarta411/kerupuk-mie?whid=0
416;https://www.tokopedia.com/maksera/kremes-ayam-kriuk-maksera-300gram?whid=0
417;https://www.tokopedia.com/pempeknini/kemplang-kerupuk-panggang-bakar-ikan-tenggiri-asli-palembang?whid=0
418;https://www.tokopedia.com/rosiestore-1/kacang-oven-mak-enak?src=topads
419;https://www.tokopedia.com/grandpas-store/kue-canele-1-box-isi-5-pieces-grandpas?src=topads
420;https://www.tokopedia.com/serbamurahkan/glico-cheeza-crackers-rasa-keju-dari-jepang-camembert?whid=0
421;https://www.tokopedia.com/bintangterang79/snack-tricks-baked-kentang-kimchi-original-rendang-asian-bbq-kimchi?whid=0
422;https://www.tokopedia.com/cemilku/meiji-plain-crackers-104-gr-import-singapore-crackers-oat?whid=0
423;https://www.tokopedia.com/habicup/biscuit-lotus-biscoff-250-gr-biskuit-lotus-caramel-cookie?whid=0
424;https://www.tokopedia.com/w2fithealthy/w2fit-biskuit-tiramisu-biscuit-lady-finger-vicenzovo-200-gr?whid=0
425;https://www.tokopedia.com/jualtasoriginal/momogi-snack-isi-20-pcs-x-8gram?whid=0
426;https://www.tokopedia.com/maxleecollection/hup-seng-cream-crackers-sugar-crackers-vegetable-crackers-428-grm-cream-tanpa-bubble?whid=0
427;https://www.tokopedia.com/busytanias/gabin-tape-original-gabin-tape-coklat-premium-1-box-original?whid=0
428;https://www.tokopedia.com/loganma/monde-egg-drop-drops-110-gr-110gr?whid=0
429;https://www.tokopedia.com/mondemart/monde-serena-snack-gold-50gr?whid=0
430;https://www.tokopedia.com/ot-store/klop-saluto-cheese-19g?whid=0
431;https://www.tokopedia.com/mondemart/monde-potato-boro-green-110-gr?whid=0
432;https://www.tokopedia.com/kriukjaya/biskuit-gem-rose?whid=0
433;https://www.tokopedia.com/bakingstoretangerang/corniche-mini-marshmallow-200-gram?src=topads
434;https://www.tokopedia.com/dismak/permen-jahe-special-61?whid=0
435;https://www.tokopedia.com/lfk/10g-sprinkle-gold-mutiara-bintang-pearl-sugar-kue-dekorasi-hiasan-cake?src=topads
436;https://www.tokopedia.com/lfk/30g-sprinkle-star-moon-pearl-lebaran-mix-hiasan-topper-kue-sugar-cake?src=topads
437;https://www.tokopedia.com/pardosa/permen-aneka-rasa-assortef-candy-netto-750gram?src=topads
438;https://www.tokopedia.com/flonel/permen-alba-pastillespastiles-original?whid=0
439;https://www.tokopedia.com/w-jayastore/permen-buah-dosmc-rasa-kiamboi-vit-c?whid=0
440;https://www.tokopedia.com/kriukjaya/permen-asam-jawa?whid=0
441;https://www.tokopedia.com/momogoid/corniche-mini-pink-white-marshmallow-200gr?whid=0
442;https://www.tokopedia.com/manna-manna/permen-jelly-jeruk-per-500-gr-naraya?whid=0
443;https://www.tokopedia.com/grosirsnack/permen-asem-100gr-manisan-asem-jawa?whid=0
444;https://www.tokopedia.com/grosirsnack/permen-jahe-premium-100gr?whid=0
445;https://www.tokopedia.com/tokonesiashop/permen-lolipop-rainbow-mini-4-cm-banyak-model?src=topads
446;https://www.tokopedia.com/duta-snacks/permen-susu-white-rabbit-500gr?whid=0
447;https://www.tokopedia.com/archive-europeanvibesid/cajuputs-candy-pouches-original-permen-rasa-minyak-kayu-putih-mix?whid=0
448;https://www.tokopedia.com/namasteorganic/wedderspoon-organic-manuka-honey-pops-1-pcs?whid=0
449;https://www.tokopedia.com/nourishindonesia/wedderspoon-organic-manuka-honey-pops-for-kids-1pc-pop?whid=0
450;https://www.tokopedia.com/gohsurono/permen-hack-jamin-cough-drop?whid=0
451;https://www.tokopedia.com/nusantaralestarii/permen-hacks-250-gram?whid=0
452;https://www.tokopedia.com/momogoid/corniche-mini-pink-white-marshmallow-1kg?whid=0
453;https://www.tokopedia.com/rokubento/homemade-pudding-kembang-tahu-dessert?src=topads
454;https://www.tokopedia.com/hikmaherbal/kurma-date-crown-khenaizi-1kg?src=topads
455;https://www.tokopedia.com/multiindosuppl/rainbow-jelly-1kg?src=topads
456;https://www.tokopedia.com/chazone/rainbow-jelly-21l?whid=0
457;https://www.tokopedia.com/myanekastore/jelly-mutiara-bubble-air-super-aneka-jelly-kemasan-1000gr?whid=0
458;https://www.tokopedia.com/nayfa99/moiaa-silky-puding-1kg?whid=0
459;https://www.tokopedia.com/devica/cincau-moerni-cincau-hijau-asli-tanpa-pengawet-gula-putih?whid=0
460;https://www.tokopedia.com/novirecipe/pungat-kolak-pontianak?whid=0
461;https://www.tokopedia.com/henzhop888/bobatee-tapioca-pearl-bobatee-tapioka-pearl-boba-bubble-topioka?whid=0
462;https://www.tokopedia.com/3fretail/jeli-inaco-isi-5-75-gram-dengan-nata-de-coco-jelly-inaco?whid=0
463;https://www.tokopedia.com/chatimeindonesia/chatime-topping-pearl?whid=0
464;https://www.tokopedia.com/s4op13-shop/inaco-jelly-kiloan-inaco-curah-mix-fruituit?whid=0
465;https://www.tokopedia.com/baliindahctrg/kremesan-deliki?whid=0
466;https://www.tokopedia.com/centoshop/kentang-mustofa-kering-kentang-kering-teri-cemilan-kue-lebaran?src=topads
467;https://www.tokopedia.com/dapoeroetiori/keripik-tempe-kiloan-1kg?src=topads
468;https://www.tokopedia.com/thelittlesnacks/kering-kentang-mustofa-ibu-emi-keripik-kentang-crispy-shoestring-gurih?src=topads
469;https://www.tokopedia.com/hyta/emping-melinjo-mentah-1-kg-original?whid=0
470;https://www.tokopedia.com/kriukjaya/cheese-stick-originalspesial-home-made?whid=0
471;https://www.tokopedia.com/sajmart/kripik-usus-ayam-1kg-super?whid=0
472;https://www.tokopedia.com/sumberreejeki/rengginang-mentah-terasi-bawang-putih-ketan-hitam-kerupuk-mentah-original-putih?whid=0
473;https://www.tokopedia.com/foodist/mie-lidi-siumang-lidi-siumang-mie-lidi-si-umang-lidi-si-umang-sl-pedas-5giga?whid=0
474;https://www.tokopedia.com/cemilanyummy/sumpia-udang-manis?whid=0
475;https://www.tokopedia.com/kripikshirley/kripik-balado-shirley-panjang-250gr?whid=0
476;https://www.tokopedia.com/toserdas/kripik-paru-sapi-asli-enak-gurih-mantap?whid=0
477;https://www.tokopedia.com/sambalayamnagih/sari-ayam-kremes-ayam-nagih-asli-jakarta-toples?whid=0
478;https://www.tokopedia.com/geraisnack/maicih-level-10?whid=0
479;https://www.tokopedia.com/geraisnack/maicih-basreng?whid=0
480;https://www.tokopedia.com/healthychips/crispy-salad-mixed-tuber?whid=0
481;https://www.tokopedia.com/pempekmetro/kulit-ikan-tenggiri?whid=0
482;https://www.tokopedia.com/mamang-snacks/cokoten-grosir-dan-eceran-agen-cokoten-jakarta-original?whid=0
483;https://www.tokopedia.com/indonesiamall/kata-oma-telur-gabus-varian-keju-63gr?whid=0
484;https://www.tokopedia.com/rumahsnackid/keripik-pisang-aneka-lampung-yen-yen-manis?whid=0
485;https://www.tokopedia.com/indonesiamall/kata-oma-telur-gabus-varian-gula-aren-63gr?whid=0
486;https://www.tokopedia.com/thelittlesnacks/mamade-makaroni-homemade-bulgogi?whid=0
487;https://www.tokopedia.com/pempekcandy/pempek-candy-paket-100rb-kecil?whid=0
488;https://www.tokopedia.com/chintachink/keripik-pisang-coklat-aneka-yen-yen-lampung-kemasan-225g-coklat?whid=0
489;https://www.tokopedia.com/chintachink/stik-keju-kraft-efrata-spesial-kemasan-200g?whid=0
490;https://www.tokopedia.com/healthychips/crispy-salad-broccoli-chips-1?whid=0
491;https://www.tokopedia.com/thelittlesnacks/gandum-goreng-cemilan-sehat-snack-makanan-ringan-balado-jeruk?whid=0
492;https://www.tokopedia.com/panenrayaoleh2/keripik-singkong-malang-lumba-lumba-besar-kripik-manis-asin-asin?whid=0
493;https://www.tokopedia.com/libratagadget/mamasuka-bon-nori-rumput-laut-kering-rasa-original-60gr?whid=0
494;https://www.tokopedia.com/nastra/keripik-kentang-curah-kiloan-original?whid=0
495;https://www.tokopedia.com/lylasjkt/lylas-emping-nagih-in-pouch-550gr?whid=0
496;https://www.tokopedia.com/chintachink/keripik-minang-ante-singkong-balado-besar-kemasan-430g?whid=0
497;https://www.tokopedia.com/tintintoys/keripik-kentang-ebi-homemade-enak-berkualitas-450-gram?whid=0
498;https://www.tokopedia.com/arin-anggoro/kering-kentang-mustofa-pedas?whid=0
499;https://www.tokopedia.com/kriukjaya/kripik-singkong-rasa-keju?whid=0
500;https://www.tokopedia.com/kriukjaya/emping-pedas-manis?whid=0
501;https://www.tokopedia.com/kriukjaya/basreng?whid=0
502;https://www.tokopedia.com/cemilanyummy/gabus-keju?whid=0
503;https://www.tokopedia.com/mini-market-indo/3-keripik-singkong-pedas-sk-250-gr?whid=0
504;https://www.tokopedia.com/kriukjaya/pilus-jagung?whid=0
505;https://www.tokopedia.com/moikafood/basreng-renyah-moikafood-cemilan-bandung-murah-meriah-original?whid=0
506;https://www.tokopedia.com/oleholehbetawi/paket-oleh-oleh-khas-jakarta?whid=0
507;https://www.tokopedia.com/oleh-oleh-jogja/tiwul-instan-dan-gatot-kering?whid=0
508;https://www.tokopedia.com/ngemildotcom/mie-lidi-mi-lidi-mie-lidi-samurai-mie-lidi-asin-mie-lidi-pedas-pedas?whid=0
509;https://www.tokopedia.com/kriukjaya/pilus-ikan?whid=0
510;https://www.tokopedia.com/kedaimurmer99/keripik-tempe-tempeh-kripik-cemilan-camilan-gurih-enak-500-gr?whid=0
511;https://www.tokopedia.com/kriukjaya/stik-twis-twis-rasa-barbeque-bbq?whid=0
512;https://www.tokopedia.com/rumahsnackid/sambel-udang-suseno-original-pedes?whid=0
513;https://www.tokopedia.com/dj-s-baby-shop/keripik-pisang-manis-cap-lumba-lumba-keripik-pisang-cap-lumba-300-gr-manis-hancur?whid=0
514;https://www.tokopedia.com/nastra/keripik-kentang-tawar-bahan-salted-curah?whid=0
515;https://www.tokopedia.com/vian1/keripik-kentang-pringles-potato-chips-107gram-pringles-107gr-original?whid=0
516;https://www.tokopedia.com/toserdas/iwak-koe-wader-asin-original-ikan-goreng-gurih-asin-keripik-ikan?whid=0
517;https://www.tokopedia.com/triassic/keripik-pisang-coklat-lampung-aneka-yen-yen-cokelat?whid=0
518;https://www.tokopedia.com/maheofficial/mie-lidi-asin-mahe-tanpa-pedas?whid=0
519;https://www.tokopedia.com/p/makanan-minuman/makanan-ringan/camilan-instant
520;https://www.tokopedia.com/snacklover/kacang-mede-mete-asin-500gr?whid=0
521;https://www.tokopedia.com/rumahsemutid/kacang-kapri-tari-bali-meman-asli-300gr?whid=0
522;https://www.tokopedia.com/rumahsemutid/promo-kacang-matahari-asli-oleh-oleh-khas-bali-250gr-original?whid=0
523;https://www.tokopedia.com/toko-berkah-sembako/kacang-mede-jumbo-mentah-dari-sulawesi-500gram-jumbo?whid=0
524;https://www.tokopedia.com/kriukjaya/kacang-telur-medan?whid=0
525;https://www.tokopedia.com/snack-33/500gr-kacang-bawang-oven-asin?whid=0
526;https://www.tokopedia.com/alikurma/almond-mentah-raw-almond-super-1kg?whid=0
527;https://www.tokopedia.com/melz/kacang-almond-panggang-kupas-blue-diamond-roasted-1kg?src=topads
528;https://www.tokopedia.com/francisorganic/kacang-almond-panggang-kupas-1kg-roasted-almond-1kg-tawar?src=topads
529;https://www.tokopedia.com/legitsnack/500gr-kacang-mete-original-mede-asin-roasted-panggang-1?whid=0
530;https://www.tokopedia.com/legitsnack/kacang-mede-panggang-1-kg?whid=0
531;https://www.tokopedia.com/kesehatanvegan/almond-roasted-kacang-almond-panggang-tanpa-cangkang-size-besar-500g?whid=0
532;https://www.tokopedia.com/comextra/kacang-mede-mentah-sk1-1-kg-sulawesi-cashew-kacang-mente-mete?whid=0
533;https://www.tokopedia.com/thenutmarket/kacang-almond-panggang-original-roasted-natural-almond-1kg-termurah?whid=0
534;https://www.tokopedia.com/snackiloan/kwaci-bunga-matahari-1-kg-kuaci-rebo?whid=0
535;https://www.tokopedia.com/primarygroup/kuaci-putih-kuaci-kwaci-biji-labu-pumpkin-seeds-crisp-1-kg?whid=0
536;https://www.tokopedia.com/rumahmente/kacang-mete-mede-oven-panggang-varian-original-1kg?whid=0
537;https://www.tokopedia.com/legitsnack/mix-nuts-kacang-campur-500-gr?whid=0
538;https://www.tokopedia.com/tbkbandung/almond-slice-kacang-almond-100-gr?whid=0
539;https://www.tokopedia.com/alwayson/kacang-almond-almon-slice-mentah-import-made-in-usa-100gram?whid=0
540;https://www.tokopedia.com/kriukjaya/kacang-koro-kupas?whid=0
541;https://www.tokopedia.com/kesehatanvegan/roasted-almond-almond-kupas-panggang-1-kg?whid=0
542;https://www.tokopedia.com/francisorganic/roasted-almond-almond-panggang-almond-roasted-500gram-tawar?whid=0
543;https://www.tokopedia.com/healthycornersby/natural-trailmix-nuts-dried-fruits-kacang-buah-kering-275-gr?whid=0
